,inRemoteIP,inRemotePort,inLocIP,inLocPort,outLocIP,outLocPort,outRemoteIP,outRemotePort,M Address A,M Port A,M Address B,M Port B,M Packets,M Bytes,M Stream ID,M Rel Start,M Duration,M Flows,Server Name,W Address A,W Port A,W Address B,W Port B,W Packets,W Bytes,W Stream ID,W Rel Start,W Duration,W Flows
158,198.18.0.1,51297,198.18.0.41,443,192.168.5.2,51299,103.216.253.85,2011,198.18.0.1,51297,198.18.0.41,443,41,7603,79,16.288033,50.589919,11,play.google.com,192.168.5.2,51299,103.216.253.85,2011,44,16682,63,16.288328,50.632068,11
159,198.18.0.1,51300,198.18.0.39,443,192.168.5.2,51301,103.216.253.85,2011,198.18.0.1,51300,198.18.0.39,443,56,24429,80,16.306723,50.568647,7,ogads-pa.clients6.google.com,192.168.5.2,51301,103.216.253.85,2011,46,24493,64,16.30742,50.616131,7
160,198.18.0.1,51302,198.18.1.5,443,192.168.5.2,51303,103.216.253.85,2011,198.18.0.1,51302,198.18.1.5,443,51,21583,81,16.559,50.31867100000001,7,appsgrowthpromo-pa.clients6.google.com,192.168.5.2,51303,103.216.253.85,2011,39,22072,65,16.559284,50.36114099999999,7
161,198.18.0.1,51304,198.18.0.43,443,192.168.5.2,51305,103.216.253.85,2011,198.18.0.1,51304,198.18.0.43,443,54,24425,82,16.651144,50.22618,7,addons-pa.clients6.google.com,192.168.5.2,51305,103.216.253.85,2011,43,22918,66,16.651809,50.26635,7
162,198.18.0.1,51306,198.18.1.5,443,192.168.5.2,51307,103.216.253.85,2011,198.18.0.1,51306,198.18.1.5,443,55,26317,83,17.034359,49.840675000000005,7,appsgrowthpromo-pa.clients6.google.com,192.168.5.2,51307,103.216.253.85,2011,47,27458,67,17.034769,49.891954,7
163,198.18.0.1,51308,198.18.0.43,443,192.168.5.2,51309,103.216.253.85,2011,198.18.0.1,51308,198.18.0.43,443,50,20566,84,17.275687,49.59944399999999,7,addons-pa.clients6.google.com,192.168.5.2,51309,103.216.253.85,2011,50,26211,68,17.276302,49.64082499999999,7
164,198.18.0.1,51310,198.18.0.110,443,192.168.5.2,51311,103.216.253.85,2011,198.18.0.1,51310,198.18.0.110,443,62,24390,85,17.748508,49.128354,10,peoplestackwebexperiments-pa.clients6.google.com,192.168.5.2,51311,103.216.253.85,2011,50,27337,69,17.748781,49.166754000000005,10
165,198.18.0.1,51314,198.18.0.110,443,192.168.5.2,51315,103.216.253.85,2011,198.18.0.1,51314,198.18.0.110,443,24,14044,87,17.755907,0.1030039999999985,3,peoplestackwebexperiments-pa.clients6.google.com,192.168.5.2,51315,103.216.253.85,2011,31,17681,71,17.756176,0.1443890000000003,3
166,198.18.0.1,51312,198.18.0.111,443,192.168.5.2,51313,103.216.253.85,2011,198.18.0.1,51312,198.18.0.111,443,60,22130,86,17.752739,49.122965,9,peoplestack-pa.clients6.google.com,192.168.5.2,51313,103.216.253.85,2011,50,27551,70,17.753038,49.16349699999999,9
167,198.18.0.1,51316,198.18.1.7,443,192.168.5.2,51317,103.216.253.85,2011,198.18.0.1,51316,198.18.1.7,443,55,21787,88,17.819192,49.056031,7,taskassist-pa.clients6.google.com,192.168.5.2,51317,103.216.253.85,2011,46,22803,72,17.819598,49.097672,7
168,198.18.0.1,51318,198.18.0.48,443,192.168.5.2,51319,103.216.253.85,2011,198.18.0.1,51318,198.18.0.48,443,71,26153,89,17.863039,49.011041000000006,13,signaler-pa.clients6.google.com,192.168.5.2,51319,103.216.253.85,2011,63,28824,73,17.863451,49.059067,13
169,198.18.0.1,51320,198.18.1.6,443,192.168.5.2,51321,103.216.253.85,2011,198.18.0.1,51320,198.18.1.6,443,48,17858,90,17.887506,48.986856,9,mail-ads.google.com,192.168.5.2,51321,103.216.253.85,2011,43,20627,74,17.888001,49.029248,9
170,198.18.0.1,51324,198.18.1.6,443,192.168.5.2,51325,103.216.253.85,2011,198.18.0.1,51324,198.18.1.6,443,205,141569,92,18.238228,48.63594,9,mail-ads.google.com,192.168.5.2,51325,103.216.253.85,2011,121,95590,76,18.238413,48.674934,9
171,198.18.0.1,51322,198.18.0.111,443,192.168.5.2,51323,103.216.253.85,2011,198.18.0.1,51322,198.18.0.111,443,99,47794,91,18.235463,48.642352,17,peoplestack-pa.clients6.google.com,192.168.5.2,51323,103.216.253.85,2011,95,53302,75,18.235745,48.684154,17
172,198.18.0.1,51326,198.18.0.110,443,192.168.5.2,51327,103.216.253.85,2011,198.18.0.1,51326,198.18.0.110,443,73,31885,93,18.266493,48.611862,7,peoplestackwebexperiments-pa.clients6.google.com,192.168.5.2,51327,103.216.253.85,2011,62,31489,77,18.267027,48.652848000000006,7
173,198.18.0.1,51328,198.18.1.7,443,192.168.5.2,51329,103.216.253.85,2011,198.18.0.1,51328,198.18.1.7,443,167,84920,94,18.299166,48.578342000000006,29,taskassist-pa.clients6.google.com,192.168.5.2,51329,103.216.253.85,2011,150,93892,78,18.299845,48.62682699999999,29
174,198.18.0.1,51330,198.18.0.47,443,192.168.5.2,51331,103.216.253.85,2011,198.18.0.1,51330,198.18.0.47,443,707,575005,95,18.365022,48.513898,13,contacts.google.com,192.168.5.2,51331,103.216.253.85,2011,401,380657,79,18.365575,48.56117,13
175,198.18.0.1,51332,198.18.0.48,443,192.168.5.2,51333,103.216.253.85,2011,198.18.0.1,51332,198.18.0.48,443,77,33074,96,18.467188,48.407236000000005,13,signaler-pa.clients6.google.com,192.168.5.2,51333,103.216.253.85,2011,67,36190,80,18.46769,48.448825,13
176,198.18.0.1,51334,198.18.0.31,443,192.168.5.2,51335,103.216.253.85,2011,198.18.0.1,51334,198.18.0.31,443,41,16038,97,18.592282,48.28164,7,fonts.googleapis.com,192.168.5.2,51335,103.216.253.85,2011,37,17644,81,18.593378,48.317024,7
177,198.18.0.1,51336,198.18.1.8,443,192.168.5.2,51337,103.216.253.85,2011,198.18.0.1,51336,198.18.1.8,443,50,22230,98,19.085406,47.791386,7,subscriptionsfirstparty-pa.clients6.google.com,192.168.5.2,51337,103.216.253.85,2011,48,26991,82,19.085546,47.841241,7
178,198.18.0.1,51338,198.18.0.44,443,192.168.5.2,51339,103.216.253.85,2011,198.18.0.1,51338,198.18.0.44,443,106,62293,99,19.83777,47.036976,7,ogs.google.com,192.168.5.2,51339,103.216.253.85,2011,67,41778,83,19.838156,47.07928,7
179,198.18.0.1,51349,198.18.0.32,443,192.168.5.2,51350,103.216.253.85,2011,198.18.0.1,51349,198.18.0.32,443,2868,858759,102,30.323839,36.552378,907,ssl.gstatic.com,192.168.5.2,51350,103.216.253.85,2011,2127,1296828,86,30.324266,36.599124,907
180,198.18.0.1,51351,198.18.0.36,443,192.168.5.2,51352,103.216.253.85,2011,198.18.0.1,51351,198.18.0.36,443,276,52364,103,31.520309,35.356781,101,www.gstatic.com,192.168.5.2,51352,103.216.253.85,2011,233,125710,87,31.520693,35.396530000000006,101
181,198.18.0.1,51365,198.18.0.28,443,192.168.5.2,51366,103.216.253.85,2011,198.18.0.1,51365,198.18.0.28,443,59,30582,108,57.447289,9.429947999999996,11,drive.google.com,192.168.5.2,51366,103.216.253.85,2011,58,32561,92,57.448338,9.469181,11
182,198.18.0.1,51367,198.18.0.35,443,192.168.5.2,51368,103.216.253.85,2011,198.18.0.1,51367,198.18.0.35,443,41,17883,109,57.689443,9.189352999999995,7,clients6.google.com,192.168.5.2,51368,103.216.253.85,2011,38,19477,93,57.689819,9.232675999999998,7
183,198.18.0.1,51369,198.18.0.86,443,192.168.5.2,51370,103.216.253.85,2011,198.18.0.1,51369,198.18.0.86,443,46,23533,110,58.230288,8.648747999999998,7,drive-thirdparty.googleusercontent.com,192.168.5.2,51370,103.216.253.85,2011,39,23555,94,58.230795,8.692550999999995,7
184,198.18.0.1,51371,198.18.0.35,443,192.168.5.2,51372,103.216.253.85,2011,198.18.0.1,51371,198.18.0.35,443,45,21610,111,58.345679,8.531740000000006,7,clients6.google.com,192.168.5.2,51372,103.216.253.85,2011,40,22618,95,58.347205,8.56828999999999,7
185,198.18.0.1,51377,198.18.0.9,443,192.168.5.2,51378,103.216.253.85,2011,198.18.0.1,51377,198.18.0.9,443,45,14596,113,60.180747,6.704349000000008,9,clientservices.googleapis.com,192.168.5.2,51378,103.216.253.85,2011,53,23128,97,60.181,6.745764000000008,9
186,198.18.0.1,51379,198.18.0.22,443,192.168.5.2,51380,120.232.217.159,2011,198.18.0.1,51379,198.18.0.22,443,50,25672,114,60.493048,6.391986000000003,7,update.googleapis.com,192.168.5.2,51380,120.232.217.159,2011,53,30712,98,60.493226,6.424123999999999,7
187,198.18.0.1,51381,198.18.0.19,443,192.168.5.2,51382,120.232.217.159,2011,198.18.0.1,51381,198.18.0.19,443,46,21470,115,61.724165,5.160840000000007,7,clients4.google.com,192.168.5.2,51382,120.232.217.159,2011,43,23621,99,61.724358,5.195563,7
188,198.18.0.1,51383,198.18.0.10,443,192.168.5.2,51385,221.5.100.174,2011,198.18.0.1,51383,198.18.0.10,443,10,2297,116,66.776695,0.1270739999999932,1,accounts.google.com,192.168.5.2,51385,221.5.100.174,2011,16,5344,102,66.866539,0.094867999999991,1
189,198.18.0.1,51384,198.18.1.4,443,192.168.5.2,51386,221.5.100.174,2011,198.18.0.1,51384,198.18.1.4,443,10,2293,117,66.808497,0.0963320000000038,1,mail.google.com,192.168.5.2,51386,221.5.100.174,2011,16,3909,101,66.866539,0.0849159999999926,1
